연번,시도명,시군구명,소재지지번주소,횡단보도관리번호,횡단보도종류,고원식횡단보도유무,경도,위도,보행등유무,음향신호기설치여부,보행자작동신호기유무,데이터기준일자
35183,서울특별시,은평구,은평구 역촌동 27-53도,06-0000000084,일단(화살표없음),-,37.60403864,126.9215489,N,N,N,2026-03-20
35184,서울특별시,은평구,은평구 역촌동 28-18천,06-0000000779,일단(화살표없음),N,37.60278342,126.92095,N,N,N,2026-03-20
35185,서울특별시,은평구,은평구 역촌동 28-18천,06-0000000778,이단(화살표있음),N,37.6030062,126.9212652,Y,Y,N,2026-03-20
35186,서울특별시,은평구,은평구 역촌동 28-82 도,06-0000039154,일단(화살표있음),-,37.60436371,126.9189005,N,N,N,2026-03-20
35187,서울특별시,은평구,은평구 역촌동 3-38도,06-0000000749,이단(화살표있음),N,37.60693305,126.9191823,Y,N,N,2026-03-20
35188,서울특별시,은평구,은평구 역촌동 33-26대,06-0000002623,일단(화살표없음),-,37.60071529,126.9158892,N,N,N,2026-03-20
35189,서울특별시,은평구,은평구 역촌동 34-6도,06-0000040606,일단(화살표없음),N,37.60268261,126.9185899,N,N,N,2026-03-20
35190,서울특별시,은평구,은평구 역촌동 34-6도,06-0000040603,일단(화살표없음),N,37.60433356,126.9184544,N,N,N,2026-03-20
35191,서울특별시,은평구,은평구 역촌동 34-7구,06-0000040605,일단(화살표없음),N,37.60437145,126.9183635,N,N,N,2026-03-20
35192,서울특별시,은평구,은평구 역촌동 34-7구,06-0000040604,일단(화살표없음),N,37.6042709,126.9183638,N,N,N,2026-03-20
35193,서울특별시,은평구,은평구 역촌동 34-8도,06-0000040602,일단(화살표없음),N,37.60431414,126.918287,N,N,N,2026-03-20
35194,서울특별시,은평구,은평구 역촌동 34-8도,06-0000002625,이단(화살표있음),-,37.60063205,126.9160526,Y,Y,N,2026-03-20
35195,서울특별시,은평구,은평구 역촌동 37-17도,06-0000040608,일단(화살표없음),N,37.60261845,126.9186693,N,N,N,2026-03-20
35196,서울특별시,은평구,은평구 역촌동 37-18구,06-0000040609,일단(화살표없음),N,37.60254998,126.9185999,N,N,N,2026-03-20
35197,서울특별시,은평구,은평구 역촌동 37-19도,06-0000002697,일단(화살표없음),-,37.60240514,126.9160172,N,N,N,2026-03-20
35198,서울특별시,은평구,은평구 역촌동 37-19도,06-0000040607,일단(화살표없음),N,37.60261133,126.9185156,N,N,N,2026-03-20
35199,서울특별시,은평구,은평구 역촌동 41-7도,06-0000000085,일단(화살표없음),N,37.60219713,126.9206361,N,N,N,2026-03-20
35200,서울특별시,은평구,은평구 역촌동 41-7도,06-0000000079,일단(화살표없음),-,37.60162242,126.9203437,N,N,N,2026-03-20
35201,서울특별시,은평구,은평구 역촌동 41-8 천,06-0000000784,이단(화살표있음),N,37.60161588,126.9205568,Y,Y,N,2026-03-20
35202,서울특별시,은평구,은평구 역촌동 42-16천,06-0000002646,일단(화살표있음),N,37.60039884,126.9188799,N,N,N,2026-03-20
35203,서울특별시,은평구,은평구 역촌동 42-16천,06-0000040610,이단(화살표있음),N,37.60027874,126.9189916,Y,Y,N,2026-03-20
35204,서울특별시,은평구,은평구 역촌동 43-11천,06-0000038134,이단(화살표있음),N,37.5996074,126.9167788,Y,Y,N,2026-03-20
35205,서울특별시,은평구,은평구 역촌동 43-11천,06-0000000791,이단(화살표있음),N,37.60018355,126.9186683,Y,Y,N,2026-03-20
35206,서울특별시,은평구,은평구 역촌동 43-24도,06-0000025587,일단(화살표없음),-,37.60075015,126.9162128,N,N,N,2026-03-20
35207,서울특별시,은평구,은평구 역촌동 43-24도,06-0000038133,일단(화살표없음),-,37.59962772,126.9163544,N,N,N,2026-03-20
35208,서울특별시,은평구,은평구 역촌동 45-37도,06-0000000757,이단(화살표있음),N,37.60583689,126.9156464,Y,Y,N,2026-03-20
35209,서울특별시,은평구,은평구 역촌동 45-42도,06-0000000759,이단(화살표있음),N,37.60580118,126.9151665,Y,Y,N,2026-03-20
35210,서울특별시,은평구,은평구 역촌동 45-42도,06-0000002241,일단(화살표없음),N,37.6056761,126.9145081,N,N,N,2026-03-20
35211,서울특별시,은평구,은평구 역촌동 45-42도,06-0000000760,이단(화살표있음),N,37.6057507,126.9144031,Y,Y,Y,2026-03-20
35212,서울특별시,은평구,은평구 역촌동 45-42도,06-0000002242,일단(화살표없음),N,37.60583722,126.9144831,N,N,N,2026-03-20
35213,서울특별시,은평구,은평구 역촌동 46-35도,06-0000053454,일단(화살표없음),-,37.60736174,126.9143884,N,N,N,2026-03-20
35214,서울특별시,은평구,은평구 역촌동 465-23 대,06-0000000723,이단(화살표있음),-,37.60919904,126.9160738,Y,Y,N,2026-03-20
35215,서울특별시,은평구,은평구 역촌동 465-3대,06-0000000726,이단(화살표있음),-,37.60901487,126.9159283,Y,Y,N,2026-03-20
35216,서울특별시,은평구,은평구 역촌동 465-3대,06-0000000727,일단(화살표없음),-,37.60905193,126.9161487,Y,Y,N,2026-03-20
35217,서울특별시,은평구,은평구 역촌동 51-28도,06-0000000763,이단(화살표있음),N,37.60556926,126.9119832,Y,Y,N,2026-03-20
35218,서울특별시,은평구,은평구 역촌동 51-28도,06-0000000765,이단(화살표있음),N,37.60547471,126.9106803,Y,Y,N,2026-03-20
35219,서울특별시,은평구,은평구 역촌동 51-28도,06-0000055843,대각선횡단보도,N,37.60546195,126.9105281,Y,Y,N,2026-03-20
35220,서울특별시,은평구,은평구 역촌동 51-28도,06-0000000766,일단(화살표없음),N,37.60544975,126.9104088,Y,Y,N,2026-03-20
35221,서울특별시,은평구,은평구 역촌동 51-28도,06-0000002240,일단(화살표없음),N,37.60554544,126.9127318,N,N,N,2026-03-20
35222,서울특별시,은평구,은평구 역촌동 51-28도,06-0000000768,이단(화살표있음),N,37.60529248,126.9104883,Y,Y,N,2026-03-20
35223,서울특별시,은평구,은평구 역촌동 51-28도,06-0000000761,이단(화살표있음),N,37.60562921,126.9128191,Y,Y,N,2026-03-20
35224,서울특별시,은평구,은평구 역촌동 51-28도,06-0000042213,일단(화살표없음),-,37.60286733,126.9111807,N,N,N,2026-03-20
35225,서울특별시,은평구,은평구 역촌동 51-28도,06-0000000762,이단(화살표있음),N,37.60562542,126.9105144,Y,Y,N,2026-03-20
35226,서울특별시,은평구,은평구 역촌동 51-68대,06-0000042211,일단(화살표없음),-,37.60294641,126.9111083,N,N,N,2026-03-20
35227,서울특별시,은평구,은평구 역촌동 51-68대,06-0000042214,일단(화살표없음),-,37.6029743,126.9111828,N,N,N,2026-03-20
35228,서울특별시,은평구,은평구 역촌동 64-36도,06-0000002698,일단(화살표없음),-,37.60411285,126.9158086,N,N,N,2026-03-20
35229,서울특별시,은평구,은평구 역촌동 64-37구,06-0000000773,이단(화살표있음),-,37.60420583,126.915607,Y,Y,N,2026-03-20
35230,서울특별시,은평구,은평구 역촌동 64-38도,06-0000000774,일단(화살표없음),N,37.60409036,126.9154478,N,N,N,2026-03-20
35231,서울특별시,은평구,은평구 역촌동 67-12도,06-0000042212,일단(화살표없음),Y,37.60289377,126.9112788,N,N,N,2026-03-20
35232,서울특별시,은평구,은평구 역촌동 67-12종,06-0000000754,일단(화살표없음),-,37.60616652,126.9226193,N,N,N,2026-03-20
35233,서울특별시,은평구,은평구 역촌동 67-15도,06-0000000775,이단(화살표있음),N,37.60335477,126.9103914,Y,Y,N,2026-03-20
35234,서울특별시,은평구,은평구 역촌동 67-15도,06-0000049941,일단(화살표없음),N,37.60434493,126.9104399,Y,Y,N,2026-03-20
35235,서울특별시,은평구,은평구 역촌동 67-15도,06-0000038848,일단(화살표없음),N,37.6032629,126.9103145,N,N,N,2026-03-20
35236,서울특별시,은평구,은평구 역촌동 67-15도,06-0000002243,일단(화살표없음),N,37.60319195,126.9104542,N,N,N,2026-03-20
35237,서울특별시,은평구,은평구 역촌동 67-15도,06-0000055841,대각선횡단보도,N,37.60321871,126.9103868,N,N,N,2026-03-20
35238,서울특별시,은평구,은평구 역촌동 67-15도,06-0000000776,이단(화살표있음),-,37.60308838,126.9103806,Y,Y,N,2026-03-20
35239,서울특별시,은평구,은평구 역촌동 73-7구,06-0000052980,일단(화살표없음),Y,37.60385139,126.9089274,N,N,N,2026-03-20
35240,서울특별시,은평구,은평구 역촌동 73-8도,06-0000052981,일단(화살표없음),Y,37.60410185,126.908393,N,N,N,2026-03-20
35241,서울특별시,은평구,은평구 역촌동 73-8도,06-0000054670,일단(화살표없음),Y,37.60434543,126.9078716,N,N,N,2026-03-20
35242,서울특별시,은평구,은평구 역촌동 73-8도,06-0000052982,일단(화살표없음),Y,37.60442775,126.9076913,N,N,N,2026-03-20
35243,서울특별시,은평구,은평구 역촌동 73-8도,06-0000052983,일단(화살표없음),Y,37.60415766,126.9082736,N,N,N,2026-03-20
35244,서울특별시,은평구,은평구 역촌동 8-16대,06-0000000756,이단(화살표있음),-,37.60600461,126.9153827,Y,Y,N,2026-03-20
35245,서울특별시,은평구,은평구 역촌동 8-25대,06-0000000764,이단(화살표있음),-,37.60563909,126.9154305,Y,Y,N,2026-03-20
35246,서울특별시,은평구,은평구 역촌동 8-3학,06-0000000748,이단(화살표있음),-,37.60730443,126.9152645,Y,N,N,2026-03-20
35247,서울특별시,은평구,은평구 역촌동 81-45도,06-0000053424,일단(화살표없음),N,37.60248532,126.9122571,N,N,N,2026-03-20
35248,서울특별시,은평구,은평구 역촌동 81-45도,06-0000053423,일단(화살표없음),N,37.60262711,126.911868,N,N,N,2026-03-20
35249,서울특별시,은평구,은평구 역촌동 82-30도,06-0000000782,일단(화살표없음),-,37.60238282,126.9156738,N,N,N,2026-03-20
35250,서울특별시,은평구,은평구 역촌동 82-31구,06-0000026747,일단(화살표없음),N,37.60233127,126.9150389,Y,N,N,2026-03-20
35251,서울특별시,은평구,은평구 역촌동 82-31구,06-0000031489,이단(화살표있음),-,37.60223333,126.9137875,N,N,N,2026-03-20
35252,서울특별시,은평구,은평구 역촌동 82-31구,06-0000053425,일단(화살표없음),N,37.60219536,126.9132055,N,N,N,2026-03-20
35253,서울특별시,은평구,은평구 역촌동 82-32구,06-0000000780,이단(화살표있음),-,37.60251743,126.9158181,Y,Y,N,2026-03-20
35254,서울특별시,은평구,은평구 역촌동 82-40 도,06-0000015627,일단(화살표없음),N,37.60232788,126.9148648,Y,N,N,2026-03-20
35255,서울특별시,은평구,은평구 역촌동 82-40 도,06-0000050567,일단(화살표없음),Y,37.6023842,126.9149148,Y,N,N,2026-03-20
35256,서울특별시,은평구,은평구 역촌동 82-41 도,06-0000000783,일단(화살표없음),N,37.60227427,126.9149434,Y,N,N,2026-03-20
35257,서울특별시,은평구,은평구 역촌동 82-41 도,06-0000053427,일단(화살표없음),N,37.60215,126.9131529,N,N,N,2026-03-20
35258,서울특별시,은평구,은평구 역촌동 82-41 도,06-0000026746,일단(화살표없음),N,37.60110623,126.9150194,N,N,N,2026-03-20
35259,서울특별시,은평구,은평구 역촌동 82-41 도,06-0000000786,일단(화살표없음),Y,37.60119709,126.9150769,N,N,N,2026-03-20
35260,서울특별시,은평구,은평구 역촌동 82-41 도,06-0000052988,일단(화살표없음),N,37.60102089,126.9150877,N,N,N,2026-03-20
35261,서울특별시,은평구,은평구 역촌동 84-28도,06-0000052304,일단(화살표없음),N,37.60063322,126.91514,N,N,N,2026-03-20
35262,서울특별시,은평구,은평구 역촌동 84-28도,06-0000052302,일단(화살표없음),N,37.60001471,126.9149285,N,N,N,2026-03-20
35263,서울특별시,은평구,은평구 역촌동 84-28도,06-0000052306,일단(화살표없음),Y,37.60067778,126.9152146,N,N,N,2026-03-20
35264,서울특별시,은평구,은평구 역촌동 84-28도,06-0000052305,일단(화살표없음),Y,37.60071325,126.9151356,N,N,N,2026-03-20
35265,서울특별시,은평구,은평구 역촌동 84-28도,06-0000052303,일단(화살표없음),Y,37.60008358,126.9149798,N,N,N,2026-03-20
35266,서울특별시,은평구,은평구 역촌동 85-42도,06-0000000794,이단(화살표있음),-,37.59935263,126.9157796,Y,Y,N,2026-03-20
35267,서울특별시,은평구,은평구 역촌동 85-51 도,06-0000038775,일단(화살표없음),-,37.59893599,126.9147205,N,N,N,2026-03-20
35268,서울특별시,은평구,은평구 응암동 ,06-0000039887,일단(화살표없음),-,37.59805032,126.9257197,N,N,N,2026-03-20
35269,서울특별시,은평구,은평구 응암동 ,06-0000039892,일단(화살표없음),-,37.59923037,126.927192,N,N,N,2026-03-20
35270,서울특별시,은평구,은평구 응암동 ,06-0000039893,일단(화살표없음),-,37.59942366,126.9270035,N,N,N,2026-03-20
35271,서울특별시,은평구,은평구 응암동 ,06-0000039888,일단(화살표없음),-,37.59795761,126.9256577,N,N,N,2026-03-20
35272,서울특별시,은평구,은평구 응암동 ,06-0000051039,일단(화살표없음),Y,37.59860306,126.9338988,N,N,N,2026-03-20
35273,서울특별시,은평구,은평구 응암동 ,06-0000051038,일단(화살표없음),Y,37.59865646,126.9339921,N,N,N,2026-03-20
35274,서울특별시,은평구,은평구 응암동 ,06-0000051036,일단(화살표없음),Y,37.59942773,126.9338826,N,N,N,2026-03-20
35275,서울특별시,은평구,은평구 응암동 ,06-0000051035,일단(화살표없음),Y,37.59949158,126.9337652,N,N,N,2026-03-20
35276,서울특별시,은평구,은평구 응암동 ,06-0000051034,일단(화살표없음),Y,37.60031186,126.9335616,N,N,N,2026-03-20
35277,서울특별시,은평구,은평구 응암동 ,06-0000051033,일단(화살표없음),Y,37.60024341,126.9334784,N,N,N,2026-03-20
35278,서울특별시,은평구,은평구 응암동 ,06-0000051030,일단(화살표없음),N,37.6008452,126.9334692,Y,Y,N,2026-03-20
35279,서울특별시,은평구,은평구 응암동 ,06-0000051031,일단(화살표없음),Y,37.60039752,126.9334711,N,N,N,2026-03-20
35280,서울특별시,은평구,은평구 응암동 ,06-0000001093,일단(화살표없음),N,37.58927583,126.918352,N,N,N,2026-03-20
35281,서울특별시,은평구,은평구 응암동 0-21 가,06-0000027764,일단(화살표없음),-,37.5892396,126.9196188,N,N,N,2026-03-20
35282,서울특별시,은평구,은평구 응암동 0-22 가,06-0000022125,일단(화살표있음),-,37.58607499,126.9190417,N,N,N,2026-03-20
35283,서울특별시,은평구,은평구 응암동 1-39도,06-0000036775,이단(화살표있음),N,37.60096985,126.9336568,Y,Y,N,2026-03-20
35284,서울특별시,은평구,은평구 응암동 1-39도,06-0000000203,일단(화살표없음),-,37.6010871,126.933838,N,N,N,2026-03-20
35285,서울특별시,은평구,은평구 응암동 100-85 임,06-0000000190,이단(화살표있음),-,37.60159361,126.9270767,Y,Y,N,2026-03-20
35286,서울특별시,은평구,은평구 응암동 103-24대,06-0000047849,일단(화살표없음),-,37.59566124,126.9211435,Y,Y,N,2026-03-20
35287,서울특별시,은평구,은평구 응암동 104-46도,06-0000002685,일단(화살표없음),-,37.5985991,126.9211625,N,N,N,2026-03-20
35288,서울특별시,은평구,은평구 응암동 104-46도,06-0000043412,일단(화살표없음),N,37.5985757,126.9208608,N,N,N,2026-03-20
35289,서울특별시,은평구,은평구 응암동 104-46도,06-0000000246,이단(화살표있음),-,37.59757667,126.9202855,Y,Y,N,2026-03-20
35290,서울특별시,은평구,은평구 응암동 104-46도,06-0000000234,이단(화살표있음),-,37.59845727,126.9209211,Y,Y,N,2026-03-20
35291,서울특별시,은평구,은평구 응암동 104-46도,06-0000002728,일단(화살표없음),-,37.59761281,126.9204573,N,N,N,2026-03-20
35292,서울특별시,은평구,은평구 응암동 106-22도,06-0000050599,일단(화살표없음),N,37.59698153,126.9217105,N,N,N,2026-03-20
35293,서울특별시,은평구,은평구 응암동 106-24도,06-0000002082,이단(화살표있음),N,37.59622834,126.9194814,Y,Y,N,2026-03-20
35294,서울특별시,은평구,은평구 응암동 106-32대,06-0000047834,일단(화살표없음),-,37.59406726,126.9208247,N,N,N,2026-03-20
35295,서울특별시,은평구,은평구 응암동 106-40대,06-0000010962,이단(화살표있음),-,37.59360432,126.9196298,Y,Y,N,2026-03-20
35296,서울특별시,은평구,은평구 응암동 107-20도,06-0000047800,이단(화살표있음),N,37.59619288,126.9192939,Y,Y,N,2026-03-20
35297,서울특별시,은평구,은평구 응암동 107-4대,06-0000047831,일단(화살표없음),-,37.59442336,126.919678,N,N,N,2026-03-20
35298,서울특별시,은평구,은평구 응암동 109-2대,06-0000050598,이단(화살표있음),-,37.59726191,126.9209775,N,N,N,2026-03-20
35299,서울특별시,은평구,은평구 응암동 110-41대,06-0000035219,일단(화살표있음),-,37.59637041,126.9184322,N,N,N,2026-03-20
35300,서울특별시,은평구,은평구 응암동 114-12 대,06-0000000264,이단(화살표있음),-,37.59464491,126.9182553,Y,Y,N,2026-03-20
35301,서울특별시,은평구,은평구 응암동 115-5대,06-0000000257,일단(화살표없음),-,37.59601345,126.9189904,N,N,N,2026-03-20
35302,서울특별시,은평구,은평구 응암동 116-29도,06-0000055087,일단(화살표없음),N,37.5976173,126.9194005,N,N,N,2026-03-20
35303,서울특별시,은평구,은평구 응암동 116-30구,06-0000002079,이단(화살표있음),-,37.59471897,126.9184477,Y,Y,N,2026-03-20
35304,서울특별시,은평구,은평구 응암동 116-30구,06-0000054210,일단(화살표없음),N,37.59755882,126.9192717,N,N,N,2026-03-20
35305,서울특별시,은평구,은평구 응암동 116-30구,06-0000055085,일단(화살표없음),Y,37.59778619,126.9194374,N,N,N,2026-03-20
35306,서울특별시,은평구,은평구 응암동 116-30구,06-0000055088,일단(화살표없음),N,37.59768357,126.9193579,N,N,N,2026-03-20
35307,서울특별시,은평구,은평구 응암동 116-31도,06-0000055086,일단(화살표없음),N,37.59778247,126.9193348,N,N,N,2026-03-20
35308,서울특별시,은평구,은평구 응암동 116-31도,06-0000043414,일단(화살표없음),-,37.59517255,126.9186773,N,N,N,2026-03-20
35309,서울특별시,은평구,은평구 응암동 117-24대,06-0000000276,이단(화살표있음),-,37.59381447,126.9182066,Y,Y,N,2026-03-20
35310,서울특별시,은평구,은평구 응암동 117-28대,06-0000000274,이단(화살표있음),-,37.59396969,126.9180958,Y,Y,N,2026-03-20
35311,서울특별시,은평구,은평구 응암동 117-30대,06-0000000275,이단(화살표있음),-,37.59385219,126.917912,Y,Y,N,2026-03-20
35312,서울특별시,은평구,은평구 응암동 117-38대,06-0000000278,이단(화살표있음),-,37.59370896,126.9180398,Y,Y,N,2026-03-20
35313,서울특별시,은평구,은평구 응암동 117-44구,06-0000054211,일단(화살표없음),Y,37.59701805,126.9188761,N,N,N,2026-03-20
35314,서울특별시,은평구,은평구 응암동 117-44구,06-0000055089,일단(화살표없음),Y,37.59692835,126.9188196,N,N,N,2026-03-20
35315,서울특별시,은평구,은평구 응암동 119-30도,06-0000043407,일단(화살표없음),N,37.59551101,126.9186395,N,N,N,2026-03-20
35316,서울특별시,은평구,은평구 응암동 120-23도,06-0000047854,일단(화살표없음),Y,37.59633449,126.9183052,N,N,N,2026-03-20
35317,서울특별시,은평구,은평구 응암동 123-33도,06-0000002693,일단(화살표없음),-,37.59216153,126.9147414,N,N,N,2026-03-20
35318,서울특별시,은평구,은평구 응암동 123-35천,06-0000000286,이단(화살표있음),-,37.59246132,126.9141676,Y,Y,N,2026-03-20
35319,서울특별시,은평구,은평구 응암동 124-21도,06-0000000292,이단(화살표있음),-,37.59185567,126.9176254,Y,N,N,2026-03-20
35320,서울특별시,은평구,은평구 응암동 124-21도,06-0000053958,대각선횡단보도,N,37.59383647,126.9180638,Y,Y,N,2026-03-20
35321,서울특별시,은평구,은평구 응암동 124-21도,06-0000002689,일단(화살표없음),-,37.59392547,126.917077,N,N,N,2026-03-20
35322,서울특별시,은평구,은평구 응암동 124-21도,06-0000002081,일단(화살표없음),N,37.59488716,126.9182027,N,N,N,2026-03-20
35323,서울특별시,은평구,은평구 응암동 124-22도,06-0000002688,일단(화살표없음),-,37.59405535,126.9170586,N,N,N,2026-03-20
35324,서울특별시,은평구,은평구 응암동 124-22도,06-0000034753,일단(화살표없음),-,37.59453806,126.9170507,N,N,N,2026-03-20
35325,서울특별시,은평구,은평구 응암동 124-23구,06-0000047852,일단(화살표없음),Y,37.59511559,126.9175112,N,N,N,2026-03-20
35326,서울특별시,은평구,은평구 응암동 124-23구,06-0000047853,일단(화살표없음),Y,37.59520441,126.9175964,N,N,N,2026-03-20
35327,서울특별시,은평구,은평구 응암동 124-24도,06-0000002687,일단(화살표없음),-,37.59418104,126.9163709,N,N,N,2026-03-20
35328,서울특별시,은평구,은평구 응암동 124-24도,06-0000047851,일단(화살표없음),Y,37.59518213,126.9174745,N,N,N,2026-03-20
35329,서울특별시,은평구,은평구 응암동 126-22대,06-0000015493,일단(화살표없음),-,37.59192746,126.9146837,N,N,N,2026-03-20
35330,서울특별시,은평구,은평구 응암동 126-25대,06-0000038335,이단(화살표있음),-,37.59189151,126.9149006,Y,Y,N,2026-03-20
35331,서울특별시,은평구,은평구 응암동 149-11도,06-0000000220,이단(화살표있음),N,37.59972421,126.9266665,Y,Y,N,2026-03-20
35332,서울특별시,은평구,은평구 응암동 149-14구,06-0000039891,일단(화살표없음),N,37.59959362,126.9266832,N,N,N,2026-03-20
35333,서울특별시,은평구,은평구 응암동 151-101도,06-0000000183,일단(화살표없음),-,37.60235565,126.9262605,Y,N,N,2026-03-20
35334,서울특별시,은평구,은평구 응암동 160-19도,06-0000000192,일단(화살표없음),-,37.60157316,126.9225495,N,N,N,2026-03-20
35335,서울특별시,은평구,은평구 응암동 160-19도,06-0000000193,일단(화살표없음),-,37.60155167,126.9222869,N,N,N,2026-03-20
35336,서울특별시,은평구,은평구 응암동 166-2도,06-0000039890,이단(화살표있음),-,37.59886789,126.9259227,Y,Y,N,2026-03-20
35337,서울특별시,은평구,은평구 응암동 176-10대,06-0000043411,일단(화살표없음),-,37.59903517,126.9211912,N,N,N,2026-03-20
35338,서울특별시,은평구,은평구 응암동 176-19구,06-0000033789,일단(화살표없음),N,37.60161086,126.9216448,N,N,N,2026-03-20
35339,서울특별시,은평구,은평구 응암동 176-2 도,06-0000039889,이단(화살표있음),-,37.59809994,126.9254176,N,N,N,2026-03-20
35340,서울특별시,은평구,은평구 응암동 177-29구,06-0000048055,일단(화살표없음),Y,37.60161464,126.9214792,N,N,N,2026-03-20
35341,서울특별시,은평구,은평구 응암동 194-17도,06-0000002727,이단(화살표있음),-,37.5970818,126.9241516,N,N,N,2026-03-20
35342,서울특별시,은평구,은평구 응암동 194-17도,06-0000025848,일단(화살표없음),N,37.59820718,126.9252234,N,N,N,2026-03-20
35343,서울특별시,은평구,은평구 응암동 194-17도,06-0000000250,이단(화살표있음),-,37.5971407,126.924307,Y,Y,N,2026-03-20
35344,서울특별시,은평구,은평구 응암동 194-17도,06-0000026637,이단(화살표있음),N,37.59809404,126.9252397,Y,Y,N,2026-03-20
35345,서울특별시,은평구,은평구 응암동 214구,06-0000049754,일단(화살표없음),N,37.60136453,126.9309036,N,N,N,2026-03-20
35346,서울특별시,은평구,은평구 응암동 215-19구,06-0000053457,일단(화살표없음),N,37.59685262,126.9223141,N,N,N,2026-03-20
35347,서울특별시,은평구,은평구 응암동 218-14대,06-0000047415,일단(화살표없음),-,37.59332611,126.921401,Y,Y,N,2026-03-20
35348,서울특별시,은평구,은평구 응암동 218-6대,06-0000002614,일단(화살표있음),-,37.593381,126.921127,Y,Y,N,2026-03-20
35349,서울특별시,은평구,은평구 응암동 220구,06-0000053925,일단(화살표없음),N,37.60128194,126.9318343,N,N,N,2026-03-20
35350,서울특별시,은평구,은평구 응암동 222-21대,06-0000002620,일단(화살표없음),-,37.59313025,126.9220862,N,N,N,2026-03-20
35351,서울특별시,은평구,은평구 응암동 225-107대,06-0000000285,이단(화살표있음),-,37.59276573,126.923033,Y,Y,N,2026-03-20
35352,서울특별시,은평구,은평구 응암동 225-146 도,06-0000051604,이단(화살표있음),N,37.59524596,126.9230491,Y,Y,N,2026-03-20
35353,서울특별시,은평구,은평구 응암동 225-146 도,06-0000000270,이단(화살표있음),N,37.59432604,126.9229756,Y,Y,N,2026-03-20
35354,서울특별시,은평구,은평구 응암동 225-58대,06-0000000922,일단(화살표없음),-,37.59329196,126.9232077,N,N,N,2026-03-20
35355,서울특별시,은평구,은평구 응암동 225-94대,06-0000000282,이단(화살표있음),-,37.59297915,126.9230919,Y,Y,N,2026-03-20
35356,서울특별시,은평구,은평구 응암동 226-5대,06-0000035738,일단(화살표없음),-,37.59323365,126.9234838,N,N,N,2026-03-20
35357,서울특별시,은평구,은평구 응암동 228-5임,06-0000002078,일단(화살표없음),N,37.59423963,126.9231573,Y,Y,N,2026-03-20
35358,서울특별시,은평구,은평구 응암동 23-1도,06-0000038363,일단(화살표없음),-,37.6010489,126.9342745,N,N,N,2026-03-20
35359,서울특별시,은평구,은평구 응암동 232-3 대,06-0000047416,이단(화살표있음),-,37.59068626,126.9228368,Y,Y,N,2026-03-20
35360,서울특별시,은평구,은평구 응암동 232-3 대,06-0000045448,이단(화살표있음),-,37.59108045,126.9227056,N,N,N,2026-03-20
35361,서울특별시,은평구,은평구 응암동 232-4임,06-0000047841,일단(화살표없음),N,37.5940617,126.9228985,N,N,N,2026-03-20
35362,서울특별시,은평구,은평구 응암동 236-45도,06-0000047844,일단(화살표없음),N,37.59390625,126.9229036,N,N,N,2026-03-20
35363,서울특별시,은평구,은평구 응암동 237-22대,06-0000045452,일단(화살표없음),-,37.59112703,126.9216441,N,N,N,2026-03-20
35364,서울특별시,은평구,은평구 응암동 239-26 도,06-0000047422,일단(화살표없음),N,37.59327141,126.9212769,Y,Y,N,2026-03-20
35365,서울특별시,은평구,은평구 응암동 241-67 도,06-0000000804,일단(화살표없음),-,37.59302231,126.9229288,N,N,N,2026-03-20
35366,서울특별시,은평구,은평구 응암동 242-246대,06-0000035724,이단(화살표있음),-,37.58886395,126.9232433,N,N,N,2026-03-20
35367,서울특별시,은평구,은평구 응암동 242-283대,06-0000035712,이단(화살표있음),-,37.58828112,126.9253533,N,N,N,2026-03-20
35368,서울특별시,은평구,은평구 응암동 242-304도,06-0000035710,이단(화살표있음),-,37.58898788,126.9250922,N,N,N,2026-03-20
35369,서울특별시,은평구,은평구 응암동 242-304도,06-0000035709,이단(화살표있음),-,37.58904917,126.9249849,N,N,N,2026-03-20
35370,서울특별시,은평구,은평구 응암동 244-172도,06-0000000347,이단(화살표있음),-,37.58761532,126.9227288,Y,Y,N,2026-03-20
35371,서울특별시,은평구,은평구 응암동 244-181대,06-0000035734,이단(화살표있음),-,37.58830889,126.9236204,N,N,N,2026-03-20
35372,서울특별시,은평구,은평구 응암동 244-225대,06-0000035735,이단(화살표있음),-,37.5882426,126.9234841,N,N,N,2026-03-20
35373,서울특별시,은평구,은평구 응암동 244-225대,06-0000035733,이단(화살표있음),-,37.58836195,126.9235558,N,N,N,2026-03-20
35374,서울특별시,은평구,은평구 응암동 244-227대,06-0000035736,이단(화살표있음),-,37.5882049,126.9235438,N,N,N,2026-03-20
35375,서울특별시,은평구,은평구 응암동 28-82 도,06-0000019481,일단(화살표없음),-,37.60000251,126.9197595,N,N,N,2026-03-20
35376,서울특별시,은평구,은평구 응암동 3-46도,06-0000051032,일단(화살표없음),Y,37.6002984,126.9333883,N,N,N,2026-03-20
35377,서울특별시,은평구,은평구 응암동 32-1도,06-0000039484,이단(화살표있음),-,37.59758311,126.9385889,Y,Y,N,2026-03-20
35378,서울특별시,은평구,은평구 응암동 328-4도,06-0000000326,이단(화살표있음),N,37.58907828,126.9184454,Y,Y,N,2026-03-20
35379,서울특별시,은평구,은평구 응암동 328-5도,06-0000002898,일단(화살표없음),N,37.58906529,126.9182902,N,N,N,2026-03-20
35380,서울특별시,은평구,은평구 응암동 334-12 학,06-0000002895,일단(화살표없음),-,37.58897095,126.9187389,N,N,N,2026-03-20
